url,type,topic_path,q_count_estimate,last_updated,revision_number,notes
https://www.ema.europa.eu/en/documents/regulatory-procedural-guideline/periodic-safety-update-report-psur-repository-mandatory-use-questions-and-answers_en.pdf,pdf,/documents/regulatory-procedural-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/scientific-guideline/questions-and-answers-ethanol-context-revision-guideline-excipients-label-and-package-leaflet-medicinal-products-human-use_en.pdf,pdf,/documents/scientific-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/regulatory-procedural-guideline/eudravigilance-expert-working-group-volume-9a-implementation-questions-and-answers-version-12_en.pdf,pdf,/documents/regulatory-procedural-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/opinion-any-scientific-matter/questions-answers-review-non-selective-non-steroidal-anti-inflammatory-drugs_en.pdf,pdf,/documents/opinion-any-scientific-matter,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/scientific-guideline/draft-questions-and-answers-post-approval-change-management-protocols_en.pdf,pdf,/documents/scientific-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/scientific-guideline/ich-m-4-s-common-technical-document-registration-pharmaceuticals-human-use-safety-questions-and-answers-step-5_en.pdf,pdf,/documents/scientific-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/regulatory-procedural-guideline/questions-and-answers-article-31-non-pharmacovigilance-referrals_en.pdf,pdf,/documents/regulatory-procedural-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/scientific-guideline/questions-and-answers-sodium-used-excipient-medicinal-products-human-use_en.pdf,pdf,/documents/scientific-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/regulatory-procedural-guideline/eudravigilance-registration-questions-and-answers_en.pdf,pdf,/documents/regulatory-procedural-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/scientific-guideline/questions-and-answers-wheat-starch-containing-gluten-context-revision-guideline-excipients-label-and-package-leaflet-medicinal-products-human-use_en.pdf,pdf,/documents/scientific-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/scientific-guideline/ich-e-7-studies-support-special-populations-geriatrics-questions-and-answers-step-5_en.pdf,pdf,/documents/scientific-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/scientific-guideline/ich-guideline-q7-good-manufacturing-practice-active-pharmaceutical-ingredients-questions-and-answers-step-5_en.pdf,pdf,/documents/scientific-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/scientific-guideline/questions-and-answers-positions-specific-questions-addressed-pharmacokinetics-working-party_en.pdf,pdf,/documents/scientific-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/scientific-guideline/draft-questions-and-answers-propylene-glycol-and-esters-context-revision-guideline-excipients-label-and-package-leaflet-medicinal-products-human-use_en.pdf,pdf,/documents/scientific-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/scientific-guideline/questions-and-answers-withdrawal-guideline-pharmacokinetics-and-metabolic-studies-safety-evaluation-new-medicinal-products-animals-3bs11a_en.pdf,pdf,/documents/scientific-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/scientific-guideline/questions-answers-guideline-limits-genotoxic-impurities_en.pdf,pdf,/documents/scientific-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/scientific-guideline/draft-questions-and-answers-guideline-environmental-risk-assessment-medicinal-products-human-use-revision-1_en.pdf,pdf,/documents/scientific-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/scientific-guideline/draft-questions-and-answers-guideline-environmental-risk-assessment-medicinal-products-human-use-first-version_en.pdf,pdf,/documents/scientific-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/regulatory-procedural-guideline/draft-questions-and-answers-sodium-context-revision-guideline-excipients-label-and-package-leaflet-medicinal-products-human-use_en.pdf,pdf,/documents/regulatory-procedural-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/scientific-guideline/questions-and-answers-guideline-environmental-risk-assessment-medicinal-products-human-use-revision-1_en.pdf,pdf,/documents/scientific-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/scientific-guideline/ich-guideline-e14-clinical-evaluation-qtqtc-interval-prolongation-and-proarrhythmic-potential-non-antiarrhythmic-drugs-r3-questions-and-answers-step-5_en.pdf,pdf,/documents/scientific-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/scientific-guideline/question-answers-note-guidance-photosafety-testing_en.pdf,pdf,/documents/scientific-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/scientific-guideline/questions-and-answers-benzyl-alcohol-context-revision-guideline-excipients-label-and-package-leaflet-medicinal-products-human-use_en.pdf,pdf,/documents/scientific-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/regulatory-procedural-guideline/questions-answers-qas-external-guidance-policy-0070-clinical-data-publication-cdp_en.pdf,pdf,/documents/regulatory-procedural-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/scientific-guideline/questions-and-answers-benzalkonium-chloride-used-excipient-medicinal-products-human-use_en.pdf,pdf,/documents/scientific-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/scientific-guideline/draft-ich-guideline-s3a-note-guidance-toxicokinetics-assessment-systemic-exposure-toxicity-studies-questions-and-answers-first-version_en.pdf,pdf,/documents/scientific-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/opinion-any-scientific-matter/questions-answers-review-use-conventional-antipsychotic-medicines-elderly-patients-dementia_en.pdf,pdf,/documents/opinion-any-scientific-matter,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/regulatory-procedural-guideline/emea-implementation-electronic-only-submission-and-ectd-submission-questions-and-answers-relating-practical-and-technical-aspects-implementation_en.pdf,pdf,/documents/regulatory-procedural-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/scientific-guideline/ich-guideline-m8-ectd-questions-and-answers-step-5_en.pdf,pdf,/documents/scientific-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/opinion-any-scientific-matter/nitrosamines-emea-h-a53-1490-questions-answers-information-nitrosamines-marketing-authorisation-holders-obsolete_en.pdf,pdf,/documents/opinion-any-scientific-matter,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/regulatory-procedural-guideline/questions-answers-implementation-medical-devices-vitro-diagnostic-medical-devices-regulations-eu-2017-745-eu-2017-746-tracked-changes_en.pdf,pdf,/documents/regulatory-procedural-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/scientific-guideline/questions-and-answers-ich-guideline-m7-assessment-and-control-dna-reactive-mutagenic-impurities-pharmaceuticals-limit-potential-carcinogenic-risk-step-2b_en.pdf,pdf,/documents/scientific-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/opinion-any-scientific-matter/nitrosamines-emea-h-a53-1490-questions-answers-marketing-authorisation-holders-applicants-chmp-opinion-article-53-regulation-ec-no-726-2004-referral-nitrosamine-impurities-human-medicinal-products_en.pdf,pdf,/documents/opinion-any-scientific-matter,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/scientific-guideline/questions-and-answers-data-monitoring-committees-issues_en.pdf,pdf,/documents/scientific-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/scientific-guideline/ich-guideline-e14-s7b-clinical-and-nonclinical-evaluation-qt-qtc-interval-prolongation-and-proarrhythmic-potential-questions-and-answers-step-2b_en.pdf,pdf,/documents/scientific-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/scientific-guideline/ich-guideline-e14s7b-clinical-and-nonclinical-evaluation-qtqtc-interval-prolongation-and-proarrhythmic-potential-questions-and-answers-step-5_en.pdf,pdf,/documents/scientific-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/scientific-guideline/questions-and-answers-boric-acid-and-borates-used-excipients-medicinal-products-human-use-rev1_en.pdf,pdf,/documents/scientific-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/regulatory-procedural-guideline/pmf-dossier-requirements-questions-answers-pmf-holders_en.pdf,pdf,/documents/regulatory-procedural-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/scientific-guideline/questions-answers-data-requirements-when-transitioning-low-global-warming-potential-lgwp-propellants-oral-pressurised-metered-dose-inhalers_en.pdf,pdf,/documents/scientific-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/regulatory-procedural-guideline/questions-answers-regarding-cannabis-derived-medicinal-products-and-scope-eu-herbal-monographs-herbal-medicinal-products-within-eu-medicines-legislation_en.pdf,pdf,/documents/regulatory-procedural-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/scientific-guideline/ich-m7r2-questions-and-answers-assessment-and-control-dna-reactive-mutagenic-impurities-pharmaceuticals-limit-potential-carcinogenic-risk-step-5_en.pdf,pdf,/documents/scientific-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/regulatory-procedural-guideline/questions-and-answers-article-20-pharmacovigilance-procedures_en.pdf,pdf,/documents/regulatory-procedural-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/scientific-guideline/questions-answers-qa-how-use-cep-context-marketing-authorisation-application-maa-or-marketing-authorisation-variation-mav_en.pdf,pdf,/documents/scientific-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/scientific-guideline/question-answers-ich-m12-guideline-drug-interaction-studies_en.pdf,pdf,/documents/scientific-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/scientific-guideline/ich-m13a-guideline-bioequivalence-immediate-release-solid-oral-dosage-forms-questions-answers_en.pdf,pdf,/documents/scientific-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/scientific-guideline/questions-answers-regarding-co-processed-excipients-used-solid-oral-dosage-forms-h-v_en.pdf,pdf,/documents/scientific-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/regulatory-procedural-guideline/questions-answers-article-82-referral-procedures_en.pdf,pdf,/documents/regulatory-procedural-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/regulatory-procedural-guideline/questions-answers-article-82-referral-procedures-based-article-1293_en.pdf,pdf,/documents/regulatory-procedural-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/regulatory-procedural-guideline/ich-guideline-q8-q9-q10-questions-answers-r5_en.pdf,pdf,/documents/regulatory-procedural-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/scientific-guideline/questions-answers-classification-product-intended-limited-market-according-article-429-or-eligibility-authorisation-according-article-23-applications-limited-markets_en.pdf,pdf,/documents/scientific-guideline,,,,PDF — q_count and dates require Phase 1 extractor
